age_group,gender,activity,bmi,resting_hr,daily_steps,sleep_hours,vo2_max
45–59,Male,Lightly Active,22.2,64,6684,5.7,38.8
30–44,Female,Moderately Active,24.1,64,12597,8.5,43.0
18–29,Male,Sedentary,32.3,55,3941,7.4,41.3
60+,Female,Sedentary,38.5,81,2637,6.8,39.1
30–44,Male,Moderately Active,31.0,60,11357,5.4,47.1
30–44,Female,Very Active,18.4,53,18574,6.5,46.0
45–59,Female,Lightly Active,30.5,75,8381,7.2,33.2
45–59,Male,Sedentary,23.6,84,3284,8.8,36.4
60+,Female,Sedentary,23.9,90,3205,8.8,38.1
18–29,Male,Lightly Active,24.1,75,6093,6.2,40.9
30–44,Female,Moderately Active,22.4,61,12966,7.3,44.0
30–44,Female,Sedentary,23.2,77,3994,7.2,34.0
30–44,Male,Sedentary,16.6,65,3834,9.0,35.3
18–29,Male,Moderately Active,29.0,63,12132,8.9,52.1
18–29,Male,Sedentary,33.4,80,3196,7.3,43.6
18–29,Male,Lightly Active,26.2,63,5618,5.9,42.8
30–44,Female,Moderately Active,21.2,65,8871,8.0,42.2
30–44,Male,Sedentary,35.2,77,3823,8.1,38.4
45–59,Female,Lightly Active,26.0,70,8198,4.6,33.2
45–59,Female,Sedentary,25.7,82,3196,7.7,34.6
30–44,Female,Lightly Active,19.7,80,6867,7.6,37.8
30–44,Female,Very Active,24.0,52,16746,5.8,50.8
18–29,Male,Moderately Active,23.3,68,13136,7.8,41.2
30–44,Female,Sedentary,30.1,71,3605,6.3,34.4
30–44,Female,Sedentary,29.6,81,2655,4.9,38.1
18–29,Female,Lightly Active,28.8,69,7263,5.8,35.5
30–44,Male,Very Active,23.2,62,10459,5.6,53.4
30–44,Male,Moderately Active,23.4,71,9141,5.9,52.8
18–29,Female,Moderately Active,26.1,61,6651,7.3,38.0
30–44,Female,Sedentary,33.7,66,2314,8.0,23.1
30–44,Male,Very Active,26.4,56,13326,7.4,57.6
45–59,Female,Moderately Active,20.8,60,5917,5.7,40.6
45–59,Male,Sedentary,34.5,86,3937,6.6,42.5
45–59,Female,Lightly Active,19.9,75,5736,8.1,38.2
30–44,Male,Lightly Active,30.4,70,6015,7.3,47.6
45–59,Male,Moderately Active,22.4,72,8605,4.4,50.5
30–44,Male,Lightly Active,29.7,81,7348,5.9,48.3
30–44,Male,Sedentary,36.5,92,4104,5.3,52.5
45–59,Male,Moderately Active,25.1,65,11649,7.8,48.3
30–44,Male,Moderately Active,24.3,58,11265,7.5,49.2
30–44,Male,Lightly Active,26.1,70,3538,6.5,40.5
45–59,Female,Lightly Active,24.6,71,6347,6.8,37.0
60+,Female,Sedentary,34.8,60,3517,8.2,33.0
60+,Female,Lightly Active,26.1,65,8298,7.6,36.3
30–44,Male,Moderately Active,17.5,69,11834,5.3,50.3
30–44,Male,Moderately Active,27.3,73,15093,7.6,50.5
45–59,Female,Very Active,24.8,65,13450,7.2,50.9
30–44,Female,Moderately Active,24.6,66,8897,7.4,41.3
45–59,Female,Moderately Active,22.0,64,11343,4.3,36.5
30–44,Female,Lightly Active,21.9,72,8416,8.1,40.7
18–29,Female,Sedentary,24.9,91,4151,8.4,31.7
18–29,Female,Very Active,23.3,54,8876,7.5,53.0
45–59,Male,Moderately Active,18.6,71,10742,7.0,48.4
18–29,Female,Very Active,23.8,56,19333,8.6,44.3
30–44,Female,Moderately Active,24.7,61,12534,7.6,41.7
30–44,Female,Lightly Active,31.6,71,7347,6.8,30.4
18–29,Male,Sedentary,32.6,87,2931,7.2,36.1
30–44,Male,Lightly Active,23.6,69,1947,7.0,43.7
45–59,Male,Moderately Active,19.1,70,15023,5.4,45.0
18–29,Male,Very Active,20.8,58,18142,7.5,56.0
45–59,Female,Moderately Active,28.9,63,8560,8.3,39.1
60+,Female,Lightly Active,27.7,68,6014,5.5,40.2
30–44,Male,Lightly Active,28.9,65,6890,5.2,36.9
18–29,Female,Sedentary,25.7,77,3380,7.4,34.0
45–59,Male,Lightly Active,28.4,71,4415,7.6,44.4
18–29,Female,Very Active,19.2,60,12531,8.1,47.0
30–44,Male,Moderately Active,27.5,69,11600,6.5,49.2
60+,Female,Lightly Active,21.9,73,5634,5.0,39.4
60+,Female,Very Active,18.1,48,9774,7.8,40.3
45–59,Female,Sedentary,40.8,54,2366,7.8,35.3
30–44,Female,Very Active,23.1,58,15956,8.3,56.4
45–59,Male,Moderately Active,24.8,70,6894,7.2,44.5
45–59,Female,Sedentary,19.3,66,4307,4.8,40.0
30–44,Male,Moderately Active,26.5,70,13113,7.9,53.6
45–59,Male,Sedentary,33.6,61,3733,7.6,37.0
18–29,Female,Moderately Active,23.9,58,10699,8.1,43.4
18–29,Female,Lightly Active,30.1,70,4646,7.1,35.6
30–44,Female,Sedentary,35.1,57,2328,5.8,33.5
18–29,Male,Moderately Active,26.2,61,13410,7.1,56.7
18–29,Female,Lightly Active,17.8,60,5309,8.3,40.2
45–59,Male,Sedentary,23.0,84,2973,8.6,38.7
60+,Female,Moderately Active,29.9,71,9862,5.4,44.5
30–44,Female,Lightly Active,26.8,77,6265,5.6,32.4
45–59,Female,Moderately Active,24.8,67,10223,5.1,49.3
60+,Female,Moderately Active,21.8,69,9974,6.2,42.1
18–29,Female,Sedentary,25.7,69,2638,5.0,32.0
30–44,Male,Very Active,25.7,53,14882,7.4,57.9
30–44,Female,Lightly Active,32.5,72,6186,8.4,36.0
18–29,Female,Sedentary,33.1,96,2244,7.0,29.6
45–59,Male,Lightly Active,28.7,68,4398,5.3,46.3
30–44,Male,Moderately Active,26.5,71,9685,7.1,48.6
30–44,Male,Sedentary,28.6,63,2299,5.2,35.4
18–29,Female,Lightly Active,21.7,71,6400,5.9,42.0
18–29,Female,Lightly Active,20.8,66,4899,9.1,28.1
60+,Female,Moderately Active,28.7,62,6336,7.6,38.2
18–29,Male,Lightly Active,26.4,75,8681,7.2,48.2
18–29,Male,Lightly Active,28.4,70,5551,5.7,43.8
30–44,Female,Sedentary,30.1,88,1220,5.5,37.9
30–44,Male,Lightly Active,27.5,72,7614,5.6,49.5
30–44,Male,Moderately Active,25.6,67,9417,4.6,53.8
30–44,Male,Lightly Active,29.3,79,6397,6.9,51.0
18–29,Male,Lightly Active,23.4,81,6675,5.0,44.0
18–29,Male,Lightly Active,31.2,58,7880,7.6,44.5
45–59,Female,Moderately Active,22.1,64,10971,7.4,43.1
45–59,Male,Moderately Active,25.3,57,7217,4.4,54.0
45–59,Male,Lightly Active,21.8,88,4568,3.8,42.7
45–59,Female,Moderately Active,24.0,66,7138,7.3,46.6
45–59,Female,Moderately Active,22.4,70,9204,7.9,43.3
18–29,Female,Sedentary,29.1,80,3238,6.1,37.0
30–44,Female,Lightly Active,29.4,79,5144,5.0,41.6
30–44,Female,Sedentary,29.4,94,2384,7.8,32.4
30–44,Female,Moderately Active,30.8,61,8716,6.8,49.6
45–59,Female,Lightly Active,29.7,71,5487,7.8,41.7
30–44,Male,Lightly Active,25.6,75,7385,8.0,37.8
45–59,Female,Lightly Active,26.2,76,5937,4.6,29.7
60+,Male,Lightly Active,28.0,75,8035,7.3,41.0
30–44,Male,Moderately Active,26.8,58,9150,6.9,49.9
60+,Male,Lightly Active,21.6,66,6425,6.7,49.5
30–44,Male,Lightly Active,29.0,74,6092,8.3,43.6
60+,Male,Moderately Active,20.6,57,10966,5.1,48.7
30–44,Female,Moderately Active,26.2,61,11512,5.8,44.1
30–44,Male,Very Active,25.4,55,15842,8.3,62.9
30–44,Male,Moderately Active,25.5,61,16274,5.7,51.5
18–29,Male,Lightly Active,17.2,73,8689,6.6,44.0
30–44,Male,Sedentary,19.7,76,2516,5.2,35.5
60+,Female,Very Active,24.2,52,20508,6.5,44.9
45–59,Male,Moderately Active,16.6,71,13095,6.0,44.0
18–29,Male,Sedentary,32.2,84,1924,6.8,42.0
30–44,Male,Lightly Active,30.4,72,3283,7.9,46.3
18–29,Male,Moderately Active,28.1,60,10911,5.7,52.4
18–29,Male,Sedentary,27.7,50,2871,8.6,43.5
60+,Male,Moderately Active,25.9,62,4986,7.1,50.7
30–44,Female,Moderately Active,25.2,62,10722,5.9,39.2
30–44,Female,Sedentary,21.3,59,3016,7.8,30.3
30–44,Female,Very Active,24.6,58,13777,7.7,50.5
18–29,Male,Very Active,26.1,54,21432,8.3,55.4
18–29,Male,Lightly Active,29.3,73,6125,6.4,37.7
45–59,Female,Lightly Active,24.5,72,5869,8.5,35.2
45–59,Male,Very Active,24.6,58,15910,7.1,62.6
60+,Female,Lightly Active,31.7,79,4416,8.0,38.9
45–59,Female,Very Active,25.6,51,12703,7.0,50.4
30–44,Male,Sedentary,34.3,76,724,8.1,36.8
45–59,Male,Moderately Active,19.4,64,11292,8.9,44.2
60+,Female,Moderately Active,25.8,62,12458,5.8,43.3
45–59,Female,Lightly Active,29.1,81,6884,6.9,39.5
60+,Female,Moderately Active,27.8,60,10892,7.0,37.2
45–59,Male,Sedentary,31.7,51,2906,6.3,43.4
60+,Female,Sedentary,37.1,81,4178,5.6,31.1
18–29,Male,Lightly Active,19.2,70,6222,5.9,46.4
45–59,Male,Sedentary,31.9,62,3685,4.7,40.2
30–44,Female,Sedentary,31.5,55,3603,8.2,32.6
30–44,Female,Lightly Active,30.1,67,4372,7.1,48.6
45–59,Male,Sedentary,37.0,60,3490,8.4,42.2
60+,Male,Sedentary,24.4,62,2073,6.7,40.1
60+,Male,Sedentary,36.8,65,2516,7.8,42.5
30–44,Male,Moderately Active,27.1,67,10008,6.8,48.4
45–59,Male,Sedentary,28.0,82,3967,4.4,43.2
45–59,Female,Moderately Active,21.6,64,8830,7.0,44.1
30–44,Male,Sedentary,30.0,77,3230,6.8,39.4
18–29,Female,Sedentary,30.5,71,1717,8.1,31.9
18–29,Male,Lightly Active,27.9,83,6155,8.5,44.4
45–59,Male,Lightly Active,24.0,85,5719,6.5,45.0
30–44,Male,Lightly Active,28.9,71,8329,4.7,49.8
60+,Male,Moderately Active,23.2,69,8758,8.0,51.7
30–44,Female,Lightly Active,31.4,76,4092,9.1,29.6
60+,Female,Sedentary,37.9,91,2621,9.0,39.6
30–44,Female,Moderately Active,21.9,59,9055,6.0,45.2
45–59,Male,Sedentary,29.3,52,3163,8.0,50.0
18–29,Female,Moderately Active,27.6,60,13320,7.6,42.8
30–44,Female,Moderately Active,25.4,57,9678,7.6,47.6
45–59,Male,Lightly Active,21.1,61,6993,6.0,48.0
60+,Female,Lightly Active,30.0,69,6296,7.9,38.8
45–59,Female,Lightly Active,24.1,74,7197,7.5,43.4
18–29,Female,Moderately Active,25.1,62,8272,7.6,42.3
30–44,Female,Very Active,20.4,53,15798,7.1,50.5
18–29,Female,Lightly Active,29.7,68,7865,7.7,33.7
18–29,Male,Very Active,21.8,56,13213,6.8,56.1
45–59,Female,Sedentary,33.7,75,2833,7.5,29.4
45–59,Female,Sedentary,27.9,58,2917,8.2,33.2
45–59,Male,Lightly Active,24.6,64,4222,5.3,47.5
60+,Female,Very Active,23.8,58,18401,4.7,51.6
45–59,Female,Lightly Active,22.2,62,5592,8.6,38.9
45–59,Male,Moderately Active,30.3,71,10319,8.7,52.9
18–29,Female,Lightly Active,27.2,66,7368,6.9,47.8
18–29,Female,Very Active,21.4,55,18380,6.7,48.2
45–59,Female,Moderately Active,23.2,60,7807,8.2,52.8
60+,Female,Moderately Active,24.6,65,11334,7.6,37.4
18–29,Male,Moderately Active,27.7,62,12588,7.4,40.7
30–44,Female,Lightly Active,22.9,66,5463,5.4,42.9
45–59,Female,Very Active,21.9,49,18659,6.8,50.3
18–29,Female,Moderately Active,24.3,62,11333,7.7,36.8
30–44,Male,Lightly Active,32.7,75,7189,8.0,45.2
60+,Male,Very Active,25.2,58,18909,7.8,55.4
45–59,Female,Moderately Active,29.6,61,8486,7.5,44.6
18–29,Male,Moderately Active,24.6,61,8355,5.6,49.0
60+,Male,Moderately Active,29.1,64,12992,8.3,55.2
30–44,Female,Lightly Active,31.6,72,5996,5.8,38.7
60+,Female,Lightly Active,29.3,72,4288,5.1,39.1
30–44,Female,Sedentary,33.0,60,2855,5.4,32.3
30–44,Female,Very Active,21.4,54,15566,6.5,52.8
30–44,Female,Moderately Active,30.4,53,11005,8.1,42.6
18–29,Male,Moderately Active,23.7,63,9620,7.4,54.0
60+,Female,Lightly Active,28.7,77,9085,5.9,32.5
18–29,Female,Very Active,24.4,61,12815,8.6,50.5
18–29,Female,Lightly Active,21.0,79,3567,8.0,35.7
30–44,Male,Lightly Active,26.3,73,4278,6.7,41.1
45–59,Male,Very Active,23.3,50,13371,5.1,51.7
45–59,Female,Moderately Active,24.1,62,11514,4.8,39.6
60+,Female,Very Active,22.7,52,15228,7.5,51.5
30–44,Female,Moderately Active,29.3,58,11228,5.4,44.8
30–44,Female,Sedentary,24.7,77,2450,7.5,36.2
18–29,Female,Lightly Active,21.4,64,7091,8.8,36.2
30–44,Male,Very Active,21.4,59,10395,5.7,61.1
60+,Female,Lightly Active,29.5,76,6711,9.4,37.8
45–59,Female,Moderately Active,27.2,65,11772,5.5,45.7
30–44,Male,Sedentary,32.2,64,2246,5.5,40.5
30–44,Male,Lightly Active,30.1,68,8991,5.9,42.1
60+,Female,Very Active,23.4,62,9363,7.6,44.4
30–44,Female,Very Active,21.6,52,18380,7.8,45.2
18–29,Male,Lightly Active,22.7,62,7721,4.2,41.2
30–44,Male,Sedentary,22.4,65,2290,8.0,38.0
18–29,Male,Sedentary,27.8,91,3236,5.6,42.6
18–29,Female,Sedentary,33.1,58,2295,8.0,37.0
18–29,Female,Very Active,23.4,53,16948,8.1,54.3
30–44,Male,Lightly Active,26.6,73,6132,7.9,32.5
45–59,Female,Lightly Active,22.3,72,6467,7.4,36.1
30–44,Male,Moderately Active,32.8,71,9162,8.8,48.9
30–44,Male,Moderately Active,21.9,69,9174,6.3,48.3
60+,Male,Lightly Active,27.0,63,5305,4.5,38.1
45–59,Female,Very Active,25.2,54,18168,9.0,54.1
30–44,Female,Lightly Active,26.7,65,8967,8.6,45.3
30–44,Male,Lightly Active,23.3,81,9881,7.0,43.6
60+,Female,Very Active,24.7,51,19194,6.7,58.9
18–29,Female,Sedentary,22.0,59,2978,7.7,23.7
30–44,Female,Very Active,27.0,47,19413,7.0,45.6
60+,Female,Moderately Active,25.4,59,11225,6.4,41.9
30–44,Female,Very Active,22.2,54,14726,6.8,52.6
45–59,Male,Sedentary,21.6,65,4561,8.3,40.3
30–44,Male,Lightly Active,21.9,64,7938,8.6,40.6
45–59,Female,Very Active,22.7,56,13337,5.3,53.0
30–44,Female,Very Active,27.3,59,19312,5.0,52.3
18–29,Female,Very Active,23.4,57,17963,7.1,47.8
30–44,Female,Lightly Active,27.9,70,5071,8.2,36.5
18–29,Female,Moderately Active,25.7,65,10633,5.2,38.5
60+,Female,Lightly Active,36.0,73,6394,7.1,40.1
30–44,Female,Lightly Active,24.7,80,2585,5.4,33.2
30–44,Male,Lightly Active,32.8,82,4367,8.6,39.8
45–59,Female,Moderately Active,23.2,68,12875,7.9,49.5
45–59,Female,Lightly Active,23.7,72,5408,6.6,38.4
30–44,Male,Sedentary,28.6,62,3465,8.6,37.1
30–44,Male,Moderately Active,24.2,66,13278,6.7,42.3
60+,Female,Very Active,24.1,53,8742,6.9,50.5
45–59,Female,Lightly Active,17.2,84,8913,7.5,38.1
45–59,Male,Very Active,23.2,52,15393,8.0,61.4
60+,Male,Very Active,21.4,60,17350,6.3,47.6
45–59,Male,Lightly Active,23.6,59,9405,6.5,42.0
18–29,Male,Moderately Active,20.4,64,12619,8.0,52.2
30–44,Female,Very Active,21.9,54,15375,7.8,49.3
18–29,Female,Moderately Active,22.8,66,9324,6.5,45.9
45–59,Female,Sedentary,26.8,69,2640,6.9,34.1
60+,Male,Moderately Active,19.3,64,9254,6.9,50.9
30–44,Male,Moderately Active,24.8,60,13276,7.1,52.4
30–44,Male,Moderately Active,22.0,60,11687,5.6,45.1
18–29,Female,Sedentary,20.5,66,3167,6.9,34.4
60+,Female,Sedentary,26.1,56,2824,8.0,34.6
18–29,Male,Moderately Active,22.0,61,12101,5.3,58.4
18–29,Female,Lightly Active,26.7,66,3673,7.4,29.6
18–29,Male,Very Active,21.5,54,22519,5.6,55.4
18–29,Male,Lightly Active,20.7,78,6098,6.8,47.2
30–44,Female,Moderately Active,21.7,66,8405,7.9,46.5
30–44,Male,Sedentary,20.0,87,3917,5.6,39.2
30–44,Female,Very Active,25.5,53,19931,4.9,48.7
18–29,Male,Very Active,25.9,50,15740,6.3,56.1
18–29,Female,Lightly Active,32.2,68,8491,5.6,43.7
30–44,Male,Lightly Active,24.1,77,8004,7.4,44.8
18–29,Male,Very Active,25.9,57,17329,4.7,54.1
45–59,Male,Moderately Active,25.8,65,6891,5.0,47.6
18–29,Female,Moderately Active,21.9,70,10778,6.9,40.0
30–44,Female,Lightly Active,24.0,73,6513,7.7,41.3
30–44,Female,Very Active,22.4,54,15129,7.5,54.4
30–44,Male,Moderately Active,24.8,57,9684,6.0,43.2
18–29,Male,Lightly Active,28.0,80,7627,8.6,43.0
18–29,Male,Lightly Active,26.5,71,4632,6.5,47.3
60+,Female,Sedentary,27.2,74,3955,7.5,34.0
18–29,Male,Moderately Active,28.8,64,10389,7.8,48.8
30–44,Male,Very Active,22.5,61,13052,7.1,60.4
30–44,Female,Lightly Active,25.8,78,6064,7.7,43.6
30–44,Female,Lightly Active,25.6,70,6798,5.0,35.1
30–44,Male,Lightly Active,26.0,75,8663,6.0,38.6
45–59,Male,Sedentary,21.9,64,3568,6.4,39.6
45–59,Male,Very Active,20.4,55,20134,6.5,52.7
18–29,Female,Moderately Active,32.3,55,10361,4.9,45.9
30–44,Male,Lightly Active,19.9,79,6181,4.4,40.9
18–29,Female,Sedentary,30.4,69,4485,6.4,40.9
30–44,Male,Sedentary,30.8,76,2889,8.5,35.4
45–59,Female,Moderately Active,27.7,67,9294,5.2,42.5
18–29,Female,Sedentary,30.9,64,2480,8.1,33.8
30–44,Male,Lightly Active,34.1,82,6942,5.4,42.4
60+,Male,Very Active,23.4,53,12205,8.3,56.3
18–29,Male,Moderately Active,28.8,64,10902,7.5,50.8
30–44,Female,Moderately Active,27.8,56,10860,4.4,50.7
45–59,Female,Sedentary,37.0,68,3472,6.0,34.4
18–29,Female,Lightly Active,26.6,64,3875,4.4,38.3
18–29,Male,Very Active,23.8,58,9005,4.9,62.0
18–29,Male,Moderately Active,23.3,57,9536,8.9,52.7
60+,Female,Moderately Active,25.0,57,10193,8.1,48.0
18–29,Female,Moderately Active,25.2,56,8042,4.2,39.6
18–29,Female,Lightly Active,18.2,77,4447,8.0,32.3
18–29,Female,Moderately Active,24.0,73,11451,8.4,49.9
18–29,Female,Sedentary,33.6,89,2750,7.9,35.0
45–59,Female,Sedentary,22.0,91,3646,5.7,30.8
18–29,Female,Lightly Active,22.6,68,4436,8.7,33.6
30–44,Female,Sedentary,35.0,60,2913,4.6,31.3
30–44,Female,Sedentary,36.0,69,4337,6.7,40.6
45–59,Female,Sedentary,25.8,63,2762,6.0,28.1
18–29,Male,Lightly Active,27.2,61,5624,8.7,52.4
60+,Female,Very Active,22.6,56,19192,6.8,47.6
45–59,Female,Very Active,25.6,49,20265,5.7,50.0
18–29,Male,Sedentary,26.2,72,2491,5.0,40.1
45–59,Female,Sedentary,27.0,66,2550,6.1,33.6
60+,Male,Very Active,26.0,54,19028,5.8,51.0
18–29,Male,Sedentary,23.8,69,3240,7.7,50.0
60+,Male,Moderately Active,22.9,61,11209,5.0,52.9
30–44,Female,Sedentary,29.7,86,3189,4.5,36.3
45–59,Female,Moderately Active,29.4,67,10388,7.7,43.4
60+,Female,Lightly Active,21.7,71,8003,8.4,39.1
30–44,Male,Moderately Active,22.2,59,13554,6.7,51.9
45–59,Female,Lightly Active,28.9,78,4955,9.4,39.4
30–44,Male,Sedentary,32.9,73,3709,8.4,36.5
45–59,Male,Lightly Active,27.3,65,6434,4.8,42.4
45–59,Male,Lightly Active,26.0,65,4571,6.5,48.9
18–29,Female,Very Active,23.1,56,12764,7.5,55.7
30–44,Male,Lightly Active,20.5,75,5885,7.8,41.8
30–44,Female,Sedentary,29.5,94,3846,6.7,32.1
18–29,Female,Moderately Active,29.2,67,8224,7.9,42.0
18–29,Male,Sedentary,22.1,85,1559,5.5,43.6
30–44,Female,Very Active,20.9,60,15073,7.6,49.5
18–29,Male,Very Active,21.8,61,14329,7.6,55.7
18–29,Male,Sedentary,27.3,73,3856,7.0,36.9
45–59,Male,Moderately Active,30.4,59,11065,6.8,53.8
45–59,Female,Moderately Active,21.5,58,12067,6.5,42.8
45–59,Female,Lightly Active,22.0,68,5909,9.0,36.8
30–44,Female,Moderately Active,27.0,65,7821,7.2,42.7
60+,Female,Lightly Active,23.9,73,8468,6.6,44.5
30–44,Male,Lightly Active,29.7,79,5615,5.7,46.2
18–29,Female,Moderately Active,23.9,55,11924,5.3,49.1
18–29,Male,Moderately Active,26.0,65,9690,4.6,46.3
45–59,Male,Moderately Active,19.5,67,11946,7.3,50.6
18–29,Female,Lightly Active,28.3,55,6953,4.5,37.6
30–44,Male,Moderately Active,25.2,67,10781,5.1,60.7
60+,Male,Lightly Active,25.5,88,7119,7.9,45.1
18–29,Male,Moderately Active,20.6,69,9969,5.7,46.6
18–29,Male,Lightly Active,27.4,74,3942,6.7,46.5
60+,Female,Lightly Active,29.4,70,6933,7.6,40.3
30–44,Male,Lightly Active,24.4,73,8218,7.7,51.3
18–29,Female,Lightly Active,24.5,81,6433,7.5,36.5
60+,Male,Sedentary,33.1,68,2749,8.6,45.4
60+,Female,Lightly Active,33.3,75,6891,7.9,38.8
30–44,Female,Sedentary,33.9,90,3783,7.2,35.2
45–59,Female,Lightly Active,27.4,73,6078,8.2,40.9
18–29,Female,Lightly Active,25.5,73,4258,5.5,37.9
18–29,Female,Moderately Active,24.4,63,10847,5.3,37.4
30–44,Female,Very Active,19.6,59,17276,8.2,51.0
30–44,Female,Very Active,22.4,53,16609,9.3,48.2
45–59,Male,Very Active,25.5,55,14268,8.9,52.6
45–59,Male,Very Active,22.9,54,17170,8.6,57.9
18–29,Female,Sedentary,25.7,84,2815,7.9,29.4
30–44,Male,Lightly Active,23.6,63,5844,7.9,45.8
18–29,Male,Lightly Active,26.4,69,6071,6.0,45.4
60+,Female,Sedentary,22.6,63,3138,5.0,32.4
18–29,Male,Very Active,20.6,56,16982,7.5,53.3
45–59,Male,Very Active,26.5,52,14202,7.3,51.5
30–44,Female,Moderately Active,21.2,70,10937,6.4,43.9
30–44,Male,Very Active,20.9,51,17336,8.1,62.1
45–59,Male,Moderately Active,25.4,69,11726,5.3,53.3
45–59,Male,Lightly Active,24.7,80,7222,7.2,40.0
30–44,Male,Sedentary,29.5,60,4042,5.0,38.5
45–59,Male,Very Active,24.9,53,18401,5.5,56.0
60+,Female,Moderately Active,19.5,66,14909,8.0,38.1
30–44,Male,Lightly Active,29.5,66,8047,7.7,42.8
30–44,Male,Sedentary,26.0,62,3799,7.1,36.2
18–29,Female,Moderately Active,23.6,62,7802,8.0,49.4
45–59,Male,Moderately Active,30.7,64,12163,6.4,50.9
30–44,Male,Lightly Active,20.9,77,7776,7.4,51.0
30–44,Male,Very Active,24.2,49,15845,8.4,58.2
18–29,Male,Lightly Active,31.0,71,3428,8.2,50.8
60+,Male,Very Active,21.2,53,7847,8.1,51.5
30–44,Male,Moderately Active,22.4,65,9884,8.5,55.2
45–59,Female,Moderately Active,23.3,62,9316,5.5,42.7
18–29,Female,Very Active,21.1,50,10780,8.4,49.6
60+,Female,Very Active,23.0,57,17354,5.0,54.1
18–29,Male,Lightly Active,30.1,89,4799,8.6,44.8
18–29,Female,Very Active,21.9,55,10169,5.7,52.0
60+,Female,Lightly Active,30.2,68,9595,7.9,34.4
60+,Male,Sedentary,36.3,67,3403,8.2,47.7
18–29,Female,Moderately Active,25.9,61,9563,5.8,39.9
30–44,Female,Lightly Active,28.6,80,4381,4.8,33.8
45–59,Male,Lightly Active,24.1,62,5171,8.4,41.5
60+,Female,Lightly Active,16.0,73,5566,6.2,33.1
30–44,Male,Sedentary,32.0,87,2565,6.6,32.8
30–44,Male,Sedentary,33.1,84,2741,8.5,40.4
45–59,Male,Moderately Active,25.3,71,7901,5.9,45.2
45–59,Male,Sedentary,33.7,77,2301,4.8,37.2
45–59,Female,Moderately Active,22.7,63,6735,6.4,34.5
30–44,Female,Lightly Active,28.6,81,3530,4.9,44.3
18–29,Male,Sedentary,36.7,65,1771,7.2,42.1
60+,Female,Lightly Active,29.2,71,5585,6.5,29.7
60+,Female,Lightly Active,31.9,77,6038,8.7,37.3
45–59,Female,Very Active,26.0,49,17628,4.9,49.2
18–29,Female,Very Active,19.9,53,17453,8.5,49.4
18–29,Female,Lightly Active,29.4,71,7435,4.7,39.5
45–59,Female,Sedentary,25.7,80,2756,8.2,26.9
18–29,Male,Moderately Active,21.0,68,11941,5.8,46.1
60+,Female,Lightly Active,25.4,73,3285,7.4,35.9
30–44,Male,Lightly Active,33.5,79,7405,8.2,47.1
45–59,Male,Lightly Active,24.3,59,6440,6.5,43.6
60+,Male,Moderately Active,18.9,72,12615,6.6,50.8
30–44,Male,Lightly Active,20.7,68,2480,7.5,40.0
30–44,Female,Very Active,23.9,60,19192,5.9,47.1
45–59,Female,Lightly Active,23.5,69,4060,5.3,40.8
30–44,Male,Lightly Active,18.3,74,8178,7.8,47.2
30–44,Female,Very Active,19.4,51,13049,5.9,51.2
45–59,Male,Lightly Active,27.2,65,7123,8.7,48.1
60+,Female,Sedentary,33.1,49,2931,7.9,35.3
30–44,Male,Sedentary,26.7,87,3811,4.0,37.9
18–29,Male,Moderately Active,26.6,63,10832,4.8,52.2
30–44,Female,Moderately Active,27.4,61,13954,5.2,43.5
30–44,Female,Lightly Active,23.4,81,5419,7.5,37.0
18–29,Male,Sedentary,28.4,82,2172,8.6,38.5
18–29,Male,Sedentary,25.9,70,2477,8.4,44.2
45–59,Male,Lightly Active,28.7,72,7449,7.6,48.0
30–44,Female,Lightly Active,24.1,69,7512,6.4,36.1
60+,Male,Lightly Active,21.6,73,4569,8.0,42.3
18–29,Male,Lightly Active,26.7,63,5227,4.2,42.9
18–29,Female,Moderately Active,28.1,68,11134,7.8,46.0
45–59,Female,Moderately Active,26.1,63,13239,5.5,39.1
60+,Male,Moderately Active,27.7,65,8954,7.0,49.6
18–29,Female,Moderately Active,27.4,65,7361,7.4,45.6
18–29,Male,Sedentary,29.2,82,3802,7.5,41.7
